,labels,text,clf
7136,O B_PER O O O O O O O O O O O O O O B_PER I_PER B_PER O O O O O O O O O O O O B_LOC,"""Господин Ким - профессионал международного масштаба, знакомый с практической работой"", - полагает российский министр.А.Силуанов напомнил, что Джим Ен Ким занимал руководящие посты в крупных международных организациях, он не понаслышке знаком с Россией.",
7137,O O O O O O O O B_ORG I_ORG O O O O O O O I_ORG O O O O O O O O O O O O O O O O O O I_ORG I_ORG O O B_ORG I_ORG O O O I_PER B_PER O B_LOC O O O O O O O O B_LOC B_PER I_PER I_ORG O O B_LOC B_PER I_PER,"В ходе сегодняшней встречи претендент на пост главы Всемирного банка рассказал А.Силуанову о своем опыте практической работы и руководства крупными проектами, превышающими десятки миллионов долларов, а также изложил некоторые взгляды на подходы к решению глобальных проблем развития и на роль Всемирного банка в их решении.Джим Ен Ким в Москве также встретился с первым заместителем министра иностранных дел РФ Андреем Денисовым и помощником президента РФ Аркадием Дворковичем.",
7138,O O O O O O O O O O O O O O O O B_LOC O O O B_LOC I_ORG B_LOC,"Данные встречи были организованы в рамках его турне по 8 странам мира - Эфиопии, КНР, Японии, Южной Корее, Индии, Бразилии, Мексики и России.",
7139,O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O,Задачей встреч является проведение консультаций с официальными властями этих стран с целью заручиться поддержкой в ходе голосования в совете директоров Всемирного банка 16 апреля с.г.,
7140,O O O O O O O O O O O I_ORG I_ORG O O O O B_ORG I_ORG O O O O O O O O O O O O B_PER I_PER,"по кандидатуре нового президента, а также ознакомиться с их видением перспектив развития банка на ближайшие годы.Напомним, ранее Всемирный банк объявил имена трех кандидатов на пост главы международной финансовой организации, которую покидает Роберт Зеллик.",
7141,O B_PER I_PER I_PER O O O O B_ORG I_ORG O O O B_LOC B_PER I_PER I_ORG O O B_LOC B_PER I_PER I_PER,Помимо Джима Ен Кима также на пост главы Всемирного банка претендуют министр финансов Нигерии Нгози Оконджо-Ивеала и экс-министр финансов Колумбии Хосе Антонио Окампо.,
7142,O O B_ORG I_ORG O O O O I_ORG O O O O O I_ORG O O O O O O,"Традиционно главой Всемирного банка назначался кандидат от США.Всемирный банк является одним из источников финансовой и технической помощи, оказываемой развивающимся странам мира.",
7143,O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG B_ORG I_ORG I_ORG I_ORG,"Он состоит из двух организаций развития, принадлежащих 187 странам, - Мeждународного банка реконструкции и развития (МБРР) и Международной ассоциации развития (МАР).",
7144,O B_ORG O O O O O O O O O O I_ORG O O O O O O O O O O O O B_ORG O O O O O,"Цель МБРР - сокращение масштабов бедности в странах со средним уровнем дохода и в кредитоспособных странах с низким уровнем дохода, в то время как внимание МАР сосредоточено на беднейших странах мира.",
7145,O O O O,Штаб-квартира основанного в 1944г.,
7146,B_ORG I_ORG O O B_LOC,Всемирного банка расположена в Вашингтоне.,
7147,O B_ORG O O B_ORG I_ORG O O,"В РБК сменился менеджментВ ОАО ""РБК"" сменилось руководство.",
7148,O O O O O B_ORG O O O O O O O O O O O O O B_ORG O B_PER O O O O O O B_ORG O O O O O O O O O O B_ORG O O O O B_PER I_PER,"Как сообщает пресс-служба основного акционера РБК - группы ""ОНЭКСИМ"", на сегодняшнем очном заседании совета директоров компании новым генеральным директором РБК назначен Сергей Лаврухин, до этого возглавлявший совет директоров РБК и занимавший должность исполнительного директора ОНЭКСИМа.Он сменил на посту гендиректора РБК одного из основателей холдинга Германа Каплуна.",
7149,O O O O O O O O,"Смена гендиректора состоялась по инициативе представителей группы ""ОНЭКСИМ"".",
7150,O O O O B_ORG I_ORG O O O O B_ORG B_PER O O O O O O O O O O O O O O O O,"Новым председателем совета директоров ОАО ""РБК"" избран директор по инвестициям ОНЭКСИМа Валерий Сенько.Как отмечается в пресс-релизе, группа ""ОНЭКСИМ"" благодарит Г.Каплуна за его вклад в становление и развитие компании.",
7151,O O O O B_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Задачу вновь назначенного менеджмента ОНЭКСИМ видит в придании нового импульса реализации стратегии РБК, утвержденной советом директоров, и повышении операционной эффективности всех проектов компании.Среди неотложных бизнес-задач - привлечение дополнительных финансовых ресурсов для развития за счет продажи непрофильных активов и завершения объявленной дополнительной эмиссии, завершение интеграции ""Ру-Центра"", возможное снижение долговой нагрузки путем конвертации части долга в капитал.",
7152,O O O O O O O O O O O O O O O B_ORG O O O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O,"Одним из приоритетов должно стать качество редакционного материала всех СМИ, входящих в РБК.Комментируя произошедшие в РБК изменения, генеральный директор группы ""ОНЭКСИМ"" Дмитрий Разумов заявил: ""Мы являемся крупнейшим акционером компании и, как никто другой, заинтересованы в эффективном развитии всех ее бизнесов и скорейшем росте ее акционерной стоимости.",
7153,O O O O O O O O O O O O O,Компания работает в самом многообещающем сегменте медиа- и интернет-рынка и имеет блестящие перспективы.,
7154,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Задача, поставленная советом директоров и акционерами перед новым менеджментом, заключается в сохранении профессиональных кадров и накопленного опыта, а также в привлечении новых идей и людей, способных поднять бизнес компании и ее капитализацию на новый уровень.",
7155,O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG O O O O O O O O O O O O O I_ORG O O O O O O O O O O O O,"Всего этого мы собираемся добиться, строго соблюдая баланс интересов акционеров, кредиторов и работников компании"".Д.Разумов отметил, что противоречия между группой ""ОНЭКСИМ"" и предыдущим менеджментом, о которых писали СМИ в последние дни, могут быть урегулированы в конструктивном режиме в самое ближайшее время.ОАО ""РБК"" - один из наиболее крупных и динамичных российских медиахолдингов, основан в 1993г.",
7156,O O O O O O O O O O,"Компания ведет операционную деятельность в сегментах Интернета, телевидения и прессы.",
7157,O O O O O,"Контрольный пакет принадлежит группе ""ОНЭКСИМ"".",
7158,O O B_ORG O O O O O O O O,Выручка медиахолдинга РБК по международным стандартам финансовой отчетности (МСФО) в 2011г.,
7159,O O O O O O,выросла по сравнению с показателем 2010г.,
7160,O O O O O O O,"на 35% и составила 4,68 млрд руб.",
7161,O B_ORG O O O O O O O O B_LOC O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O B_LOC O O O O O,"Спецподкомитет ТПП изучит необходимость создания госпрограммы по развитию ШПД.РБК 17.04.2012, Москва 16:00:07 Подкомитет по инвестициям в информационную инфраструктуру Торгово-промышленной палаты (ТПП) займется изучением необходимости создания государственной программы по развитию в РФ широкополосного доступа в интернет (ШПД).",
7162,O O O O O O B_ORG O O O O O O B_PER I_PER,Об этом в рамках заседания комитета ТПП по инвестиционной политике сообщил его председатель Антон Данилов-Данильян.,
7163,O O O O O O O O B_ORG I_ORG B_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Председателем созданного подкомитета был назначен заместитель генерального директора ОАО ""Связьинвест"" Михаил Лещенко, который ранее разработал предложение по созданию такой госпрограммы.По словам А.Данилова-Данильяна, планируется, что в работе нового подкомитета будут принимать участие все заинтересованные компании и ведомства.М.Лещенко привел данные Telegeography, согласно которым, по итогам 2011г.",
7164,O B_LOC O O O O O,в России насчитывалось 19 млн 500 тыс.,
7165,O O O O O O O,пользователей ШПД против 1 млн 589 тыс.,
7166,O O O O O O O O O O O,"домохозяйств в 2005г., а проникновение ШПД сетей достигло 39,1% против 2,8%.",
7167,O O O O O O O,В развитых странах этот показатель превышает 70%.,
7168,O O O B_LOC O O O O O O O O B_LOC O O O O,"Кроме того, в России наблюдается значительное ""цифровое неравенство"", так как, например, в Москве проникновение ШПД в 2011г.",
7169,O O O B_LOC O O O O O O O O O O O O O B_LOC O O O B_LOC O O O O O O B_LOC O B_LOC I_LOC O O O O,"составило 79%, в Санкт-Петербурге - 69%, а в регионах - 32%.По словам М.Лещенко, по развитию ШПД сетей Россия отстает от стран Европы примерно на 3-4 года, а от Японии и Южной Корея - на 8 лет.",
7170,O O O O O O O O O O O O O O O O O O O O O O O,"По его мнению, это отставание необходимо сократить, в том числе и в связи с тем, что развитие ШПД напрямую влияет на экономику государства.",
7171,O O O O O O O O B_LOC O O O,"Он подчеркнул, что целевой уровень проникновения ШПД в России должен составлять 100%.",
7172,O O O O O,Достижение этого уровня к 2015г.,
7173,O O O O O,потребует от 20 млрд долл.,
7174,O O O O O O O O,инвестиций в зависимости от цели по скорости доступа.,
7175,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"При этом мобилизация ресурсов такого объема не возможна без участия государства.М.Лещенко сообщил, что российские телекомкомпании ежегодно тратят несколько миллионов долларов на развитие ШПД, однако им выгодно работать в крупных городах, где их инвестиции могут окупиться.",
7176,O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O,"Таким образом, по его мнению, без участия государства процесс увеличения уровня проникновения ШПД сетей в России до 100% может затянуться на 15 лет.Возможные методы стимулирования развития ШПД М.Лещенко разделил на три группы: законодательные инициативы и регулирование, финансирование и создание компаний.",
7177,O O O O O O O O O O O O O O O O O O O O O O,"К первой группе он, в частности, отнес такие инструменты, как налоговые каникулы, обязательства сетей по предоставлению льготного доступа и субсидирование стоимости услуг.",
7178,O O O O O O O O O O O O O O O O O,"Ко второй - прямое финансирование строительства инфраструктуры, льготное кредитное финансирование для строительства инфраструктуры и механизм универсального обслуживания.",
7179,O O O O O O O O O O O O O O O O,А к третьей - создание новых госоператоров для строительства и эксплуатации сетей и создание государственно-частных парнерств.,
7180,O O O O I_LOC O B_LOC O O I_LOC B_LOC O B_PER I_PER,С.Собянин назначил главу управы района Тропарево-Никулино.В Москве главой управы района Тропарево-Никулино назначен Антон Гудзь.,
7181,O O B_ORG O O O O O O O O B_PER I_PER,"Как сообщили РБК в правительстве столицы, соответствующее распоряжение подписал мэр столицы Сергей Собянин.",
7182,O O O O O O O O O O O O O O O O B_LOC I_LOC,"Согласно документу, с чиновником заключен служебный контракт на срок полномочий мэра.Ранее А.Гудзь занимал должность главы управы Филевского района.",
7183,O B_LOC I_LOC O O O B_LOC O O O O O B_PER O O O O O O O O O B_LOC B_PER I_PER O O O O O,"Губернатор Смоленской области попросился в отставкуГубернатор Смоленской области, член партии ""Единая Россия"" Сергей Антуфьев, возглавляющий регион с декабря 2007г., подал прошение президенту РФ Дмитрию Медведеву об отставке по собственному желанию.",
7184,O O O O B_ORG O O B_LOC O O O O O O O O B_ORG I_ORG O B_LOC O O O O O B_PER I_PER O O O O O O O O O O O O O O,"Об этом сообщают источники РБК в руководстве Смоленской области, однако официального подтверждения этой информации не поступало.Депутат Государственной думы от Смоленской области, член партии ""Справедливая Россия"" Алексей Казаков отметил, что факт прошения действительно имеет место, и он для него не стал неожиданностью.",
7185,O O O O O O O O O O O O O O O O O O B_LOC I_LOC,"По его предположению, в случае если президент удовлетворит заявление С.Антуфьева, на его место могут назначить руководителя не из Смоленской области.",
7186,O O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O,"Отметим, что предыдущий губернатор Виктор Маслов также досрочно покинул пост по собственному желанию.По итогам парламентских выборов, состоявшихся в декабре 2011г., партия ""Единая Россия"" получила всего 36,2%.",
7187,B_ORG O O O O O O B_ORG O O,"КПРФ поддержали 24,2%, ""Справедливую Россию"" - 18,6%, ЛДПР - 14,7%.",
7188,O O O O O O O O O O O O O O O B_LOC,"Позднее стало известно, что губернаторы регионов, где правящая партия получила низкие результаты, были вызваны в Кремль.",
7189,O O O O O O O O O,Руководителям якобы грозила отставка за итоговые результаты.В марте 2012г.,
7190,O O O O O O O O O B_LOC I_LOC B_PER I_PER,глава государства подписал указ о досрочном прекращении полномочий губернатора Саратовской области Павла Ипатова.,
7191,O O O O B_LOC I_LOC B_PER I_PER,Затем последовала отставка губернатора Омской области Леонида Полежаева.,
7192,O O O O B_PER I_PER,Новым главой региона стал Виктор Назаров.,
7193,O O O O O O B_LOC I_LOC O B_LOC,"Кроме того, лишились своих постов губернаторы Мурманской области и Подмосковья.",
7194,O O O O O O O O O O O O O O O O,"Отметим, что все эти решения были приняты до принятия закона о губернаторских выборах, предложенного президентом Д.Медведевым.",
7195,O O O O O O O O O O O O O O O O O O O O O,"Согласно закону, губернаторы в будущем будут избираться населением, а апробация системы пройдет уже в этом году.В тоже время в феврале 2012г.",
7196,O B_LOC B_PER I_PER O O O O O O O O B_LOC O O O O O O O O O O,"премьер-министр России Владимир Путин в ходе пленарного заседания Всероссийского аграрного форума в Уфе выразил мнение, что массовые чистки в губернаторском корпусе проводить нельзя.",
7197,O O O O O,"""У нас сильный губернаторский корпус.",
7198,O O O O O O O O O O O O O O O,"Безусловно, проблемы есть, но массовых чисток проводить нельзя, нужно действовать аккуратно"", - заявил председатель правительства.",
7199,O O O O O O O O O B_LOC I_LOC B_PER O O O O O O O O O B_LOC O B_LOC O O O O O O O O O O O O O,"Российские регионы ждут еще нескольких отставок губернаторовВслед за губернатором Смоленской области Сергеем Антуфьевым, в отставку в самое ближайшее время отправятся главы Ярославской и Владимирской областей, сообщает газета ""Коммерсантъ"".Что касается С.Антуфьева, то его уход ожидался еще с февраля.",
7200,O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"На думских выборах в декабре прошлого года ""Единая Россия"" набрала в Смоленской области всего 36%, его кандидат проиграл и выборы мэра Смоленска, и голосование за сити-менеджера.Губернатору ставили в вину и серьезные недоработки в подготовке к 1150-летию Смоленска, которое город отметит в 2013г.",
7201,O O O O O O O O O O O O O O O O O O O,"Одним из самых скандальных проектов стало строительство набережной Днепра, которое обойдется федеральному и областному бюджету в 1,5 млрд руб.",
7202,O O O O O O O O O O O O O O O O O O O O O O O O O O,"Как показало последнее заседание комиссии по подготовке к юбилею, многие объекты строятся с 50-процентным отставанием от графика.Вдобавок С.Антуфьев стал первым губернатором, которому еще в марте 2009г.",
7203,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"было вынесено предупреждение за неубедительные итоги региональных выборов и утрату доверия населения.По словам одного из советников губернатора, С.Антуфьев вел долгий торг в администрации президента на предмет своей дальнейшей карьеры.",
7204,O O O O O O O B_LOC O B_LOC O O O O B_ORG O O O O O O O O O,Он считает себя экспертом в вопросе взаимоотношений России и Белоруссии (во время работы депутатом Госдумы он как раз трудился в комитете по делам СНГ).,
7205,O O O O O O O O,Сам отставник вчера никаких заявлений делать не стал.,
7206,O O O O O O O B_ORG B_PER O O O B_PER I_PER O O O O B_LOC I_LOC B_PER O O O O O O O O O O O O O B_LOC O B_LOC I_LOC O B_PER I_PER O B_PER O O O O O O O O O,"Cреди кандидатов на его пост назывались депутат Госдумы Николай Панков, министр транспорта Игорь Левитин и зампред президента в Северо-Кавказском округе Максим Быстров.Еще в марте эксперты предсказывали, что до введения всенародных выборов будут переназначены главы Ярославской и Смоленской областей - Сергей Вахруков и Сергей Антуфьев, у которых полномочия истекают в декабре текущего года.",
7207,O O B_LOC O B_PER O O O O O O O O O,"Вчера в Ярославле побывал Сергей Неверов, где встречался в том числе и с губернатором.",
7208,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER,"Правда, секретарь президиума ""Единой России"" утверждает, что тема отставки С.Вахрукова ""ни в каком виде не обсуждалась"".Источники издания ""с высокой долей вероятности"" говорят и о возможной отставке владимирского главы Николая Виноградова.",
7209,O O O O O O O O O O O O O O O O O O O O O O O O O O,"Коммунисты уже говорят о ""широкой кампании"", имеющей целью ""очернить"" главу области, в частности об организации сбора подписей за его досрочную отставку, распространении листовок с ""клеветническими материалами"".",
7210,O O O O O O O O O O O O O O O O O O O O O O O O O O,"Кроме того, коммунисты заявили и о подготовке ""очередной провокации"" - признании законодательным собранием работы губернатора неудовлетворительной и подготовке обращения к президенту о ""досрочном прекращении полномочий губернатора-коммуниста"".",
7211,O O O O O O I_ORG B_LOC O B_LOC I_LOC O O O O O O O O O I_ORG I_ORG I_ORG O B_PER O O O O,"Суд временно отстранил от должности министра промышленности Красноярского края.В Красноярском крае суд временно отстранил от должности на период следствия министра промышленности и энергетики региона Дениса Пашкова, обвиняемого в мошенничестве.",
7212,O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O,"Об этом сообщает краевое следственное управление Следственного комитета РФ.Как отмечается, суд учел доводы следствия о том, что Д.Пашков обвиняется в совершении тяжкого преступления коррупционной направленности, совершенного с использованием своего должностного положения.",
7213,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O B_ORG I_ORG I_ORG I_ORG B_LOC O O O O O O O O O O O O O,"Кроме того, учитывалось, что значительная часть свидетелей по уголовному делу состоят в прямой служебной зависимости от министра, а также то, что в число лиц, причастных к подготовке документов для получения государственной субсидии ЗАО ""ПО ""Сибтяжмаш"", входят действующие работники Министерства промышленности и энергетики Красноярского края.В настоящее время проводятся следственные действия, направленные на установление всех обстоятельств совершенного преступления.",
7214,O O O O O O,Расследование уголовного дела продолжается.16 апреля с.г.,
7215,O O O O O O O O O O O O O O O O O O O O,"следственное управление сообщало, что в рамках расследования уголовного дела по факту хищения бюджетных средств в сумме более 29 млн руб.",
7216,O O O O O O O O O O O B_LOC O O O O O O O O O O O O,"Д.Пашкову предъявлено обвинение в совершении преступления, предусмотренного ч.4 ст.159 Уголовного кодекса РФ (мошенничество, совершенное в особо крупном размере).По версии следствия, с 19 декабря 2009г.",
7217,O O O O,по 28 июня 2010г.,
7218,O O B_ORG I_ORG I_ORG B_PER I_PER I_ORG O O O O O O O O I_ORG I_ORG I_ORG B_LOC O O O O O O O O B_ORG O O B_ORG I_ORG I_ORG I_ORG B_LOC I_LOC O O O I_ORG O O O O O O O O O O O O O O O,"генеральный директор ЗАО ""ПО ""Сибтяжмаш"" Павел Лусников и другие лица, действовавшие по предварительному сговору с министром промышленности и энергетики Красноярского края, с целью хищения бюджетных средств от имени ЗАО представили в Министерство промышленности и энергетики Красноярского края договоры, бухгалтерские балансы и статистические данные, содержащие не соответствующие действительности сведения о затратах общества на производство оборудования.22 декабря 2009г.",
7219,O I_ORG O O O O O O O O O O B_ORG I_ORG I_ORG O O O O,"Д.Пашков и П.Лусников ввели в заблуждение членов инвестиционного совета по вопросу осуществления ЗАО ""ПО ""Сибтяжмаш"" деятельности по производству электрооборудования.",
7220,O O O O O B_ORG I_ORG I_ORG I_ORG B_LOC I_LOC O O O O O O O O,В результате члены совета рекомендовали Министерству промышленности и энергетики Красноярского края заключить договор с обществом о предоставлении государственной поддержки.,
7221,O O,В 2009-2010гг.,
7222,O O O O O O O O B_ORG I_ORG I_ORG O O O O O B_LOC I_LOC O O O O O O O O O O,"в рамках заключенного впоследствии договора на расчетный счет ЗАО ""ПО ""Сибтяжмаш"" в качестве субсидии из бюджета Красноярского края перечислены денежные средства в общей сумме более 29 млн руб.",
7223,O O O O O O,Деньгами злоумышленники распорядились по своему усмотрению.,
7224,O B_LOC O O O O O O B_ORG O O O O O B_LOC,"СМИ: Кремль может ужесточить контроль за ""чеченскими деньгами""Российские СМИ гадают, кто станет новым премьер-министром Чечни.",
7225,O O O B_PER O O O O O O O O O,"В минувшую пятницу Одес Байсултанов, занимавший этот пост последние пять лет, был уволен.",
7226,O O O O O O O O B_LOC O B_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O B_PER O O O O O,"Его кандидатура рассматривается на пост заместителя полпреда президента России в Северо-Кавказском федеральном округе (СКФО) по социальным вопросам.В частности, газета ""Коммерсантъ"" предполагает, что новым премьером может стать как человек из команды Рамзана Кадырова, так и ""московский"" премьер.",
7227,O O O O O O O O O B_LOC O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O,"В первом случае, это будет означать, что ""чеченская политика"" Кремля остается неизменной, во втором - что Кремль заинтересован в большем контроле за ситуацией в республике, предполагает издание.При этом газета отмечает, что второй вариант развития событий вполне вероятен.",
7228,O O O O O O O B_LOC O O O O O O O,"Так, источники издания не исключают того, что Москва попробует предложить свою кандидатуру на пост премьер-министра.",
7229,O O O O O O O B_PER O O O O O O O O O B_ORG I_ORG I_ORG I_ORG,"В частности, они называют в качестве кандидата Олега Жидкова, бывшего мэра Грозного, а ныне заместителя руководителя аппарата Национального антитеррористического комитета (НАК).",
7230,O O B_LOC O O O O O O O O O O O O B_LOC O O O O O O O O O O O O B_LOC B_PER I_PER O B_PER I_PER O O O O O B_LOC O O O O O O O O O,"Назначение в Чечню русского премьера, а тем более кадрового спецслужбиста О.Жидкова, может быть продиктовано желанием Кремля взять под контроль ""чеченские деньги"", считает эксперт.Издание напоминает, что при прежних президентах Чечни Ахмате Кадырове и Алу Алханове все премьеры были назначены из Москвы и играли роль своеобразных контролеров за деятельностью чеченских чиновников.",
7231,O O O O O O O O O O O O B_LOC O O O O O O O B_LOC O O O O O O O O O O O O,Главным образом этот контроль касался расходования выделяемых из федерального бюджета денег.Нынешний глава Чечни Р.Кадыров благодаря исключительному доверию и колоссальной поддержке Кремля фактически сделал должность главы правительства технической и лишенной хоть какого-то политического влияния.,
7232,O O O B_LOC O O O O O O O O O O O O O B_PER I_PER O B_PER O O O O O O O B_LOC O O O O O O O B_LOC,"Если новым премьером Чечни станет кто-то из местных выдвиженцев (уже называются, в частности, имена двух вице-премьеров - Эли Исаева и Абубакара Тумхаджиева), то можно с уверенностью сказать, что Кремль не собирается менять свою политику в отношении Чечни.",
7233,O O O O O O O O O O O O O O O O O O O,"А Р.Кадыров по-прежнему будет получать достаточные ресурсы на восстановление республики, отвечая при этом за стабильность в регионе, полагает издание.",
7234,O O B_LOC O O O O O O O B_LOC B_PER I_PER O O O O O,Спикер парламента Австралии покинул пост из-за гей-скандалаСпикер нижней палаты парламента Австралии Питер Слиппер временно сложил с себя полномочия.,
7235,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER O O O O,"Поводом к этому шагу послужили многочисленные заявления с обвинениями в адрес П.Слиппера в сексуальных домогательствах к мужчине, передает Би-би-си.П.Слиппера, который состоит в браке, обвиняют в том, что он приставал к бывшему сотруднику - 33-летнему Джеймсу Эшби, который является гомосексуалистом.",
7236,O O O O O O O O O O O O O O O,"Кроме того, спикера обвиняют в злоупотреблениях служебными такси.Сам спикер отвергает все обвинения в свой адрес.",
7237,O O O B_ORG O O O O O O O O O O O,"В своем микроблоге Twitter он отметил, что высказанные Дж.Эшби претензии стали для него полной неожиданностью.",
7238,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG O O O O O O O O O B_ORG I_ORG,"Тем не менее, парламентарий заявил, что вынужден сложить с себя полномочия спикера парламента на период, пока будут идти разбирательства данного инцидента.Ранее с призывом к спикеру уйти в отставку выступали активисты оппозиционной Либеральной партии, в которой П.Слиппер состоял до перехода в правящую Лейбористскую партию.",
7239,O O O O O O O O O O O O O O O O O O O O,"В случае, если П.Слиппер окончательно уйдет в отставку, это осложнит положение лейбористского правительства, которое располагает весьма незначительным большинством в парламенте.",
7240,O O O O O O O B_PER I_PER O O O O O O O O O O,"Кадровая революция в правительстве откладываетсяРанее анонсированная президентом Дмитрием Медведевым кадровая революция, вероятно, откладывается как минимум на второе полугодие 2012г.",
7241,O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O O B_PER O O O O O O O O O O O O,"По данным издания ""Коммерсантъ"", будущее правительство несущественно отличается от последнего правительства Владимира Путина по составу министров, структуре и приоритетным дискуссиям.Единственным ""первым среди равных"" вице-премьером останется Игорь Шувалов, а остальные четыре или пять вице-премьеров будут курировать ведомства по блокам.",
7242,O O O O O O O B_PER I_PER O O O O O O,"На пост ""социально-экономического"" вице-премьера прочат министра экономики Эльвиру Набиуллину (вероятно, с сохранением и министерского поста).",
7243,O O O O O O B_ORG O O O O O O O B_PER O O O B_ORG I_ORG O O O,"По той же информации, пост главы Минздрава (в котором по-прежнему возможны структурные реформы) сохранит Татьяна Голикова.Силовой блок в Белом доме удостоится отдельного вице-премьера.",
7244,O O O O O O B_PER O O O O O B_PER I_PER O O O O O O B_ORG I_ORG O O,"По одной версии, им будет руководить Дмитрий Рогозин, по другой - вице-премьер Игорь Сечин (ранее вопрос о его уходе из Белого дома объявлялся решенным).",
7245,O O O O O O O O O O O O O O O B_ORG O O B_ORG B_PER O O O O B_ORG O O B_PER I_PER,"В рамках этой версии также считается ""в принципе решенным"" вопрос о назначении на пост главы МВД нынешнего руководителя Госнаркоконтроля Виктора Иванова, на пост главы МЧС - замглавы Владимира Пучкова.",
7246,O O O B_ORG B_PER O O O O O O B_ORG O O O O O I_ORG O B_PER O O O O O O O O O B_ORG B_PER O O B_ORG B_PER O O B_ORG B_PER I_PER O B_ORG B_PER I_PER,"Ожидается смена руководителя ФСБ Александра Бортникова, по этой версии уходящего в Совет безопасности, на главу управления собственной безопасности ведомства Сергея Королева.Среди уверенно называемых отставников в действующем правительстве - глава Минсельхоза Елена Скрынник, глава Минтранса Игорь Левитин, руководители Минобрнауки Андрей Фурсенко и Минприроды Юрий Трутнев.",
7247,O O O O O O O,"Однако и здесь ожидания ""свежей крови"" напрасны.",
7248,O O O O O O O O O O O B_PER O B_PER I_PER O O O O O O O O O B_ORG B_PER I_PER O O O O O O O O O O O O O O O B_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"В качестве преемника И.Левитина рассматривается руководитель департамента промышленности и инфраструктуры правительства Максим Соколов, Юрия Трутнева - его заместители или действующий губернатор, Е.Скрынник - руководитель Россельхознадзора Сергей Данкверт (впрочем, в последнем случае возможным считается и возвращение на этот пост экс-министра, ныне воронежского губернатора Алексея Гордеева).По мнению собеседников газеты, В.Путин и Д.Медведев задействуют и разделение министерств, и создание госкомитетов, и смену губернаторов для максимально неконфликтного формирования майского правительства и фактического отсутствия громких отставок: речь будет идти, скорее, о ротациях, чем об уходе министров В.Путина ""в никуда"".",
